date,Encoded Products,Monterrey total $,Monterrey ctdad
2023-03-23,33,0.0,0.0
2023-03-23,101,0.0,0.0
2023-03-23,114,75270.72,3.5
2023-03-23,16,48632.675,3.5
2023-03-23,8,52348.31,3.5
2023-03-23,122,49110.81,7.0
2023-03-23,148,29138.2,3.5
2023-03-24,22,0.0,0.0
2023-03-24,273,20028.925,3.5
2023-03-24,273,25796.225,3.5
2023-03-24,273,101823.155,10.5
2023-03-24,273,0.0,0.0
2023-03-24,273,14565.215,3.5
2023-03-24,273,63406.0,7.0
2023-03-24,273,0.0,0.0
2023-03-24,186,0.0,0.0
2023-03-24,38,10090.5,10.5
2023-03-24,71,4794.23,3.5
2023-03-24,273,82533.185,14.0
2023-03-24,273,96163.27,14.0
2023-03-24,273,0.0,0.0
2023-03-24,273,107693.915,10.5
2023-03-24,1,74216.65999999999,49.0
2023-03-24,0,78048.81,24.5
2023-03-24,5,53874.59,17.5
2023-03-24,273,21252.0,7.0
2023-03-24,245,16997.19,3.5
2023-03-24,273,18449.13,3.5
2023-03-24,273,18451.44,3.5
2023-03-24,21,25187.68,3.5
2023-03-24,20,0.0,0.0
2023-03-24,12,33549.18,3.5
2023-03-24,43,50827.595,7.0
2023-03-24,73,10560.375,3.5
2023-03-24,52,15086.75,3.5
2023-03-24,74,12867.575,3.5
2023-03-24,66,16665.845,3.5
2023-03-24,54,0.0,0.0
2023-03-24,33,58031.89,3.5
2023-03-24,77,39796.68,3.5
2023-03-24,8,0.0,0.0
2023-03-24,131,21244.195,3.5
2023-03-24,148,0.0,0.0
2023-03-24,273,0.0,0.0
2023-03-24,273,17903.41,3.5
2023-03-25,22,11359.355,3.5
2023-03-25,273,51592.45,7.0
2023-03-25,273,32778.13,3.5
2023-03-25,273,135624.965,28.0
2023-03-25,273,0.0,0.0
2023-03-25,273,89320.07,14.0
2023-03-25,273,93314.935,10.5
2023-03-25,273,0.0,0.0
2023-03-25,273,0.0,0.0
2023-03-25,273,17598.7,3.5
2023-03-25,273,57960.455,7.0
2023-03-25,273,0.0,0.0
2023-03-25,273,0.0,0.0
2023-03-25,38,3723.44,3.5
2023-03-25,69,89289.02500000001,7.0
2023-03-25,273,37989.665,7.0
2023-03-25,273,141219.855,21.0
2023-03-25,273,79180.46500000001,10.5
2023-03-25,273,104239.59,10.5
2023-03-25,1,12769.155,7.0
2023-03-25,0,41356.735,17.5
2023-03-25,5,51585.765,10.5
2023-03-25,273,29514.975,10.5
2023-03-25,273,31855.81,10.5
2023-03-25,273,16998.555,3.5
2023-03-25,273,15774.01,3.5
2023-03-25,273,36902.88,7.0
2023-03-25,21,0.0,0.0
2023-03-25,12,86481.84999999999,7.0
2023-03-25,111,49015.96,3.5
2023-03-25,208,61991.86,3.5
2023-03-25,201,85838.02500000001,3.5
2023-03-25,82,20575.73,3.5
2023-03-25,59,42743.82,3.5
2023-03-25,33,0.0,0.0
2023-03-25,101,50624.14,3.5
2023-03-25,114,57920.83500000001,3.5
2023-03-25,31,138151.86,10.5
2023-03-25,16,53418.645,3.5
2023-03-25,8,352621.22,21.0
2023-03-25,53,102296.6,3.5
2023-03-25,131,78603.48999999999,14.0
2023-03-25,122,30263.835,3.5
2023-03-25,134,114354.835,10.5
2023-03-25,273,72655.555,3.5
2023-03-25,273,198069.83,3.5
2023-03-25,273,245648.34,3.5
2023-03-25,273,29667.015,3.5
2023-03-26,273,49012.845,7.0
2023-03-26,273,27795.775,3.5
2023-03-26,273,138489.33,14.0
2023-03-26,273,15383.83,3.5
2023-03-26,273,110244.75,17.5
2023-03-26,273,44474.5,7.0
2023-03-26,273,89492.305,10.5
2023-03-26,273,26331.06,7.0
2023-03-26,248,0.0,0.0
2023-03-26,186,27469.96,3.5
2023-03-26,273,62491.03000000001,7.0
2023-03-26,273,34413.29500000001,3.5
2023-03-26,34,0.0,0.0
2023-03-26,143,22294.405,3.5
2023-03-26,51,36417.605,3.5
2023-03-26,55,146377.63,10.5
2023-03-26,47,66021.69,3.5
2023-03-26,273,35187.18,7.0
2023-03-26,273,96223.96,14.0
2023-03-26,273,284756.01,38.5
2023-03-26,273,29255.835,3.5
2023-03-26,273,149034.13,14.0
2023-03-26,1,7167.440000000001,3.5
2023-03-26,0,62885.62,28.0
2023-03-26,5,16335.48,3.5
2023-03-26,273,33036.04500000001,10.5
2023-03-26,273,43640.31,14.0
2023-03-26,273,33997.11,7.0
2023-03-26,273,15774.01,3.5
2023-03-26,273,65732.52,14.0
2023-03-26,273,52815.105,7.0
2023-03-26,21,18460.33,3.5
2023-03-26,20,52549.42000000001,7.0
2023-03-26,12,32136.58,3.5
2023-03-26,254,70557.27,3.5
2023-03-26,58,25039.805,3.5
2023-03-26,52,0.0,0.0
2023-03-26,66,0.0,0.0
2023-03-26,59,0.0,0.0
2023-03-26,33,253016.505,14.0
2023-03-26,45,77371.665,3.5
2023-03-26,16,54894.84,3.5
2023-03-26,83,45223.22,3.5
2023-03-26,8,406528.675,24.5
2023-03-26,273,73055.71,3.5
2023-03-26,153,130811.03,3.5
2023-03-26,122,54654.53,7.0
2023-03-26,134,111070.785,10.5
2023-03-26,273,39070.255,3.5
2023-03-26,273,0.0,0.0
2023-03-27,22,11226.425,3.5
2023-03-27,88,20864.235,3.5
2023-03-27,273,0.0,0.0
2023-03-27,273,32882.815,3.5
2023-03-27,273,33384.12,3.5
2023-03-27,273,0.0,0.0
2023-03-27,273,73648.68,14.0
2023-03-27,273,0.0,0.0
2023-03-27,273,28055.23,3.5
2023-03-27,273,12136.425,3.5
2023-03-27,248,0.0,0.0
2023-03-27,186,0.0,0.0
2023-03-27,273,0.0,0.0
2023-03-27,273,0.0,0.0
2023-03-27,61,53805.325,3.5
2023-03-27,273,85110.34000000001,7.0
2023-03-27,273,0.0,0.0
2023-03-27,273,50037.26,7.0
2023-03-27,273,40639.2,3.5
2023-03-27,1,0.0,0.0
2023-03-27,0,47844.02,21.0
2023-03-27,5,8796.865,3.5
2023-03-27,40,0.0,0.0
2023-03-27,273,11669.945,3.5
2023-03-27,273,75335.855,24.5
2023-03-27,273,30759.33,7.0
2023-03-27,273,0.0,0.0
2023-03-27,273,0.0,0.0
2023-03-27,20,57339.87,7.0
2023-03-27,150,62657.56,3.5
2023-03-27,52,0.0,0.0
2023-03-27,129,0.0,0.0
2023-03-27,59,49992.775,3.5
2023-03-27,33,0.0,0.0
2023-03-27,98,55726.685,3.5
2023-03-27,218,80216.01000000001,7.0
2023-03-27,16,64204.49,3.5
2023-03-27,8,36808.94,3.5
2023-03-27,131,22362.27,3.5
2023-03-27,272,0.0,0.0
2023-03-27,273,0.0,0.0
2023-03-27,273,0.0,0.0
2023-03-28,22,0.0,0.0
2023-03-28,273,25796.225,3.5
2023-03-28,273,0.0,0.0
2023-03-28,273,0.0,0.0
2023-03-28,273,31975.37,7.0
2023-03-28,273,0.0,0.0
2023-03-28,273,22626.66,3.5
2023-03-28,273,0.0,0.0
2023-03-28,273,0.0,0.0
2023-03-28,273,26331.06,7.0
2023-03-28,273,17592.75,3.5
2023-03-28,248,0.0,0.0
2023-03-28,273,0.0,0.0
2023-03-28,81,4408.915,3.5
2023-03-28,70,27728.575,3.5
2023-03-28,69,36804.11,3.5
2023-03-28,273,23063.005,3.5
2023-03-28,273,59618.72000000001,7.0
2023-03-28,273,34746.53,3.5
2023-03-28,1,0.0,0.0
2023-03-28,0,48619.97,21.0
2023-03-28,273,31068.38,10.5
2023-03-28,273,21252.0,7.0
2023-03-28,273,0.0,0.0
2023-03-28,273,0.0,0.0
2023-03-28,273,15775.97,3.5
2023-03-28,21,29459.29,3.5
2023-03-28,20,37623.215,3.5
2023-03-28,12,47912.375,3.5
2023-03-28,273,4673.69,3.5
2023-03-28,60,0.0,0.0
2023-03-28,52,0.0,0.0
2023-03-28,273,8536.395,3.5
2023-03-28,273,9410.765,3.5
2023-03-28,72,0.0,0.0
2023-03-28,273,23137.73,3.5
2023-03-28,129,0.0,0.0
2023-03-28,159,36097.215,3.5
2023-03-28,31,0.0,0.0
2023-03-28,8,119301.98,7.0
2023-03-28,122,23499.245,3.5
2023-03-28,273,22152.41,3.5
2023-03-28,273,25915.085,3.5
2023-03-29,273,0.0,0.0
2023-03-29,273,25796.225,3.5
2023-03-29,273,32225.13,3.5
2023-03-29,273,16591.54,3.5
2023-03-29,273,41028.33,7.0
2023-03-29,273,0.0,0.0
2023-03-29,273,0.0,0.0
2023-03-29,186,23486.855,3.5
2023-03-29,273,26722.71,3.5
2023-03-29,273,29665.93,3.5
2023-03-29,56,7308.805,3.5
2023-03-29,273,7235.340000000001,7.0
2023-03-29,38,0.0,0.0
2023-03-29,34,53970.0,7.0
2023-03-29,69,43045.73,3.5
2023-03-29,47,62914.355,3.5
2023-03-29,273,47728.275,7.0
2023-03-29,273,0.0,0.0
2023-03-29,273,0.0,0.0
2023-03-29,1,10213.245,7.0
2023-03-29,17,7744.52,3.5
2023-03-29,0,20300.35,7.0
2023-03-29,5,35307.54500000001,10.5
2023-03-29,40,0.0,0.0
2023-03-29,273,10625.965,3.5
2023-03-29,273,31878.0,10.5
2023-03-29,273,15234.52,3.5
2023-03-29,273,0.0,0.0
2023-03-29,20,27035.295,3.5
2023-03-29,12,0.0,0.0
2023-03-29,43,0.0,0.0
2023-03-29,58,30517.48,3.5
2023-03-29,273,14087.5,3.5
2023-03-29,273,5246.990000000001,3.5
2023-03-29,64,0.0,0.0
2023-03-29,31,39568.27,3.5
2023-03-29,8,248380.37,14.0
2023-03-29,53,0.0,0.0
2023-03-29,131,21244.195,3.5
2023-03-29,273,213356.885,3.5
2023-03-30,22,9021.215,3.5
2023-03-30,63,0.0,0.0
2023-03-30,273,60342.065,7.0
2023-03-30,273,0.0,0.0
2023-03-30,273,60697.28000000001,14.0
2023-03-30,273,75379.46500000001,14.0
2023-03-30,273,28055.23,3.5
2023-03-30,273,0.0,0.0
2023-03-30,248,0.0,0.0
2023-03-30,273,0.0,0.0
2023-03-30,273,3617.670000000001,3.5
2023-03-30,273,0.0,0.0
2023-03-30,273,48935.04,7.0
2023-03-30,273,75385.73,7.0
2023-03-30,1,10213.245,7.0
2023-03-30,0,28169.47,14.0
2023-03-30,273,758389.1699999999,308.0
2023-03-30,273,21252.0,7.0
2023-03-30,245,16997.19,3.5
2023-03-30,273,12194.56,3.5
2023-03-30,273,29974.35,7.0
2023-03-30,273,0.0,0.0
2023-03-30,20,28221.935,3.5
2023-03-30,12,0.0,0.0
2023-03-30,58,0.0,0.0
2023-03-30,273,11967.445,3.5
2023-03-30,273,10780.77,3.5
2023-03-30,273,2764.51,3.5
2023-03-30,273,0.0,0.0
2023-03-30,273,5216.82,3.5
2023-03-30,273,6288.135,3.5
2023-03-30,273,0.0,0.0
2023-03-30,273,17285.765,3.5
2023-03-30,64,0.0,0.0
2023-03-30,59,40606.615,3.5
2023-03-30,54,44526.055,3.5
2023-03-30,33,71445.85,3.5
2023-03-30,114,69434.085,3.5
2023-03-30,45,0.0,0.0
2023-03-30,77,32971.365,3.5
2023-03-30,31,59645.075,3.5
2023-03-30,16,0.0,0.0
2023-03-30,8,109581.22,7.0
2023-03-30,148,28264.04,3.5
2023-03-30,273,198069.83,3.5
2023-03-30,273,0.0,0.0
2023-03-31,63,14564.935,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,29002.645,3.5
2023-03-31,273,16591.54,3.5
2023-03-31,273,15991.08,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,47199.32,7.0
2023-03-31,273,14194.635,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,186,0.0,0.0
2023-03-31,273,14470.68,14.0
2023-03-31,81,16699.13,10.5
2023-03-31,70,55457.11500000001,7.0
2023-03-31,69,48434.05,3.5
2023-03-31,61,0.0,0.0
2023-03-31,273,23063.005,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,40639.2,3.5
2023-03-31,1,27593.93,17.5
2023-03-31,0,45264.8,24.5
2023-03-31,5,34307.77,14.0
2023-03-31,273,0.0,0.0
2023-03-31,273,85534.96,28.0
2023-03-31,273,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,37,0.0,0.0
2023-03-31,21,23676.415,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,30169.405,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,273,10433.64,7.0
2023-03-31,273,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,273,11296.705,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,23769.83,7.0
2023-03-31,237,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,273,0.0,0.0
2023-03-31,273,19732.44,3.5
2023-03-31,64,64356.32,7.0
2023-03-31,54,0.0,0.0
2023-03-31,273,75871.705,3.5
2023-03-31,16,57784.02,3.5
2023-03-31,8,186275.6,10.5
2023-03-31,209,49570.255,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,78915.585,3.5
2023-03-31,273,0.0,0.0
2023-03-31,273,38708.18,3.5
2023-04-01,22,11707.045,3.5
2023-04-01,93,0.0,0.0
2023-04-01,78,61157.565,7.0
2023-04-01,88,0.0,0.0
2023-04-01,273,25797.24,3.5
2023-04-01,273,0.0,0.0
2023-04-01,273,28754.915,7.0
2023-04-01,273,82415.095,14.0
2023-04-01,273,0.0,0.0
2023-04-01,273,11786.705,3.5
2023-04-01,248,0.0,0.0
2023-04-01,186,0.0,0.0
2023-04-01,273,0.0,0.0
2023-04-01,273,3617.670000000001,3.5
2023-04-01,38,4063.85,3.5
2023-04-01,34,0.0,0.0
2023-04-01,69,35085.68,3.5
2023-04-01,61,40363.75,3.5
2023-04-01,273,18507.79,3.5
2023-04-01,273,0.0,0.0
2023-04-01,273,25487.0,3.5
2023-04-01,273,0.0,0.0
2023-04-01,1,39614.68,28.0
2023-04-01,0,68823.58,31.5
2023-04-01,5,0.0,0.0
2023-04-01,273,31257.59,10.5
2023-04-01,273,54021.695,14.0
2023-04-01,273,0.0,0.0
2023-04-01,273,48617.835,10.5
2023-04-01,273,24297.105,3.5
2023-04-01,273,0.0,0.0
2023-04-01,20,28221.935,3.5
2023-04-01,12,0.0,0.0
2023-04-01,273,0.0,0.0
2023-04-01,273,30169.405,3.5
2023-04-01,273,0.0,0.0
2023-04-01,273,16533.58,3.5
2023-04-01,273,0.0,0.0
2023-04-01,273,0.0,0.0
2023-04-01,273,14082.81,3.5
2023-04-01,273,3996.02,3.5
2023-04-01,273,5216.82,3.5
2023-04-01,273,5879.23,3.5
2023-04-01,273,5759.915,3.5
2023-04-01,273,0.0,0.0
2023-04-01,273,8046.22,3.5
2023-04-01,273,11884.915,3.5
2023-04-01,237,13257.3,3.5
2023-04-01,273,15596.105,3.5
2023-04-01,273,0.0,0.0
2023-04-01,64,43657.285,3.5
2023-04-01,54,0.0,0.0
2023-04-01,33,254499.035,14.0
2023-04-01,114,0.0,0.0
2023-04-01,45,0.0,0.0
2023-04-01,31,0.0,0.0
2023-04-01,8,0.0,0.0
2023-04-01,87,99774.78,3.5
2023-04-01,131,44724.575,7.0
2023-04-01,122,26403.685,3.5
2023-04-01,148,29138.2,3.5
2023-04-01,134,38244.675,3.5
2023-04-01,273,131942.02,3.5
2023-04-01,273,0.0,0.0
2023-04-01,273,22157.415,3.5
2023-04-02,22,49337.855,17.5
2023-04-02,273,0.0,0.0
2023-04-02,273,32875.29,3.5
2023-04-02,19,0.0,0.0
2023-04-02,198,14366.59,3.5
2023-04-02,273,0.0,0.0
2023-04-02,273,41267.87,7.0
2023-04-02,273,26614.35,3.5
2023-04-02,273,0.0,0.0
2023-04-02,38,3165.085,3.5
2023-04-02,81,4408.67,3.5
2023-04-02,70,0.0,0.0
2023-04-02,69,0.0,0.0
2023-04-02,61,0.0,0.0
2023-04-02,273,18507.79,3.5
2023-04-02,273,46126.01,7.0
2023-04-02,273,79292.88500000001,10.5
2023-04-02,273,68103.175,7.0
2023-04-02,1,31390.555,21.0
2023-04-02,0,22559.285,10.5
2023-04-02,5,29705.305,10.5
2023-04-02,40,0.0,0.0
2023-04-02,273,0.0,0.0
2023-04-02,273,10933.23,3.5
2023-04-02,273,15083.18,3.5
2023-04-02,273,91404.285,21.0
2023-04-02,273,22324.575,3.5
2023-04-02,21,0.0,0.0
2023-04-02,20,25333.315,3.5
2023-04-02,273,41244.77,7.0
2023-04-02,273,25794.86,3.5
2023-04-02,273,25761.19,7.0
2023-04-02,273,0.0,0.0
2023-04-02,273,23890.51,7.0
2023-04-02,273,0.0,0.0
2023-04-02,273,0.0,0.0
2023-04-02,273,6876.31,3.5
2023-04-02,273,0.0,0.0
2023-04-02,273,0.0,0.0
2023-04-02,273,0.0,0.0
2023-04-02,273,0.0,0.0
2023-04-02,237,15505.595,3.5
2023-04-02,273,0.0,0.0
2023-04-02,59,40014.87,3.5
2023-04-02,33,164240.51,10.5
2023-04-02,8,67733.925,3.5
2023-04-02,131,21244.195,3.5
2023-04-02,122,26403.685,3.5
2023-04-02,148,27681.255,3.5
2023-04-02,273,20939.66,3.5
2023-04-02,273,25915.085,3.5
2023-04-03,22,23414.055,7.0
2023-04-03,63,15796.235,3.5
2023-04-03,273,32875.29,3.5
2023-04-03,273,0.0,0.0
2023-04-03,273,83971.685,14.0
2023-04-03,273,0.0,0.0
2023-04-03,273,92272.495,10.5
2023-04-03,273,0.0,0.0
2023-04-03,273,0.0,0.0
2023-04-03,186,0.0,0.0
2023-04-03,273,0.0,0.0
2023-04-03,273,0.0,0.0
2023-04-03,38,3165.085,3.5
2023-04-03,71,4099.165,3.5
2023-04-03,46,0.0,0.0
2023-04-03,273,23063.005,3.5
2023-04-03,273,25487.0,3.5
2023-04-03,273,0.0,0.0
2023-04-03,273,40636.32999999999,3.5
2023-04-03,1,20991.705,14.0
2023-04-03,0,76063.54,38.5
2023-04-03,5,36510.81,14.0
2023-04-03,107,9678.27,3.5
2023-04-03,273,10834.18,3.5
2023-04-03,273,55449.45,14.0
2023-04-03,245,0.0,0.0
2023-04-03,273,15083.18,3.5
2023-04-03,273,75415.935,17.5
2023-04-03,37,0.0,0.0
2023-04-03,21,0.0,0.0
2023-04-03,12,0.0,0.0
2023-04-03,273,25964.435,7.0
2023-04-03,273,19337.5,3.5
2023-04-03,273,23389.835,7.0
2023-04-03,273,16471.105,3.5
2023-04-03,273,0.0,0.0
2023-04-03,273,8920.800000000001,7.0
2023-04-03,273,0.0,0.0
2023-04-03,273,0.0,0.0
2023-04-03,273,10932.95,7.0
2023-04-03,273,0.0,0.0
2023-04-03,273,0.0,0.0
2023-04-03,273,20323.24,7.0
2023-04-03,273,0.0,0.0
2023-04-03,273,29558.69,7.0
2023-04-03,273,0.0,0.0
2023-04-03,33,0.0,0.0
2023-04-03,174,0.0,0.0
2023-04-03,16,0.0,0.0
2023-04-03,8,0.0,0.0
2023-04-03,154,0.0,0.0
2023-04-03,131,21244.195,3.5
2023-04-03,122,0.0,0.0
2023-04-03,273,213356.745,3.5
2023-04-04,22,21715.225,7.0
2023-04-04,273,0.0,0.0
2023-04-04,273,26702.935,3.5
2023-04-04,273,39039.7,3.5
2023-04-04,273,27005.37,7.0
2023-04-04,273,72213.61,14.0
2023-04-04,273,0.0,0.0
2023-04-04,273,28220.395,3.5
2023-04-04,273,20033.265,3.5
2023-04-04,248,33574.905,7.0
2023-04-04,186,33576.305,7.0
2023-04-04,273,17892.56,3.5
2023-04-04,273,0.0,0.0
2023-04-04,273,10853.01,10.5
2023-04-04,55,38861.305,3.5
2023-04-04,273,115315.025,17.5
2023-04-04,273,25487.0,3.5
2023-04-04,273,40639.2,3.5
2023-04-04,1,19312.16,14.0
2023-04-04,0,34135.255,17.5
2023-04-04,5,44283.925,17.5
2023-04-04,40,0.0,0.0
2023-04-04,273,12671.575,3.5
2023-04-04,273,12148.01,3.5
2023-04-04,273,45249.54000000001,10.5
2023-04-04,273,0.0,0.0
2023-04-04,273,22324.575,3.5
2023-04-04,21,0.0,0.0
2023-04-04,20,0.0,0.0
2023-04-04,12,0.0,0.0
2023-04-04,62,106219.82,3.5
2023-04-04,273,17346.105,3.5
2023-04-04,273,30169.405,3.5
2023-04-04,273,19337.5,3.5
2023-04-04,273,0.0,0.0
2023-04-04,273,16471.105,3.5
2023-04-04,149,8160.74,3.5
2023-04-04,273,4673.69,3.5
2023-04-04,52,14550.2,3.5
2023-04-04,273,5466.475,3.5
2023-04-04,273,9410.765,3.5
2023-04-04,273,14779.345,3.5
2023-04-04,54,44472.19,3.5
2023-04-04,16,0.0,0.0
2023-04-04,8,130461.94,7.0
2023-04-04,148,29138.2,3.5
2023-04-05,22,0.0,0.0
2023-04-05,76,46032.28,7.0
2023-04-05,93,0.0,0.0
2023-04-05,273,25797.24,3.5
2023-04-05,273,0.0,0.0
2023-04-05,273,0.0,0.0
2023-04-05,273,55062.805,14.0
2023-04-05,273,0.0,0.0
2023-04-05,273,0.0,0.0
2023-04-05,273,22152.27,3.5
2023-04-05,273,28220.395,3.5
2023-04-05,248,0.0,0.0
2023-04-05,186,0.0,0.0
2023-04-05,273,0.0,0.0
2023-04-05,38,6330.17,7.0
2023-04-05,34,30169.44,3.5
2023-04-05,55,40059.915,3.5
2023-04-05,47,0.0,0.0
2023-04-05,273,17767.47,3.5
2023-04-05,273,22633.765,3.5
2023-04-05,273,55296.36,7.0
2023-04-05,273,0.0,0.0
2023-04-05,0,33471.79500000001,17.5
2023-04-05,5,9953.895,3.5
2023-04-05,40,0.0,0.0
2023-04-05,273,9413.495,3.5
2023-04-05,273,12148.01,3.5
2023-04-05,273,0.0,0.0
2023-04-05,273,15988.35,3.5
2023-04-05,273,20027.595,3.5
2023-04-05,21,0.0,0.0
2023-04-05,12,0.0,0.0
2023-04-05,273,15784.965,3.5
2023-04-05,273,12880.595,3.5
2023-04-05,273,11945.255,3.5
2023-04-05,273,14824.005,3.5
2023-04-05,273,20118.77,3.5
2023-04-05,59,102790.975,7.0
2023-04-05,77,0.0,0.0
2023-04-05,31,0.0,0.0
2023-04-05,8,276565.415,17.5
2023-04-05,153,202552.35,3.5
2023-04-05,53,125591.865,3.5
2023-04-05,131,20181.98,3.5
2023-04-06,22,20019.02,7.0
2023-04-06,273,26702.935,3.5
2023-04-06,273,37087.715,3.5
2023-04-06,273,19519.255,3.5
2023-04-06,273,20633.935,3.5
2023-04-06,273,22755.285,3.5
2023-04-06,273,28455.105,3.5
2023-04-06,248,27329.12,3.5
2023-04-06,186,18828.11,3.5
2023-04-06,273,14470.68,14.0
2023-04-06,80,4470.235000000001,3.5
2023-04-06,273,55731.06,7.0
2023-04-06,273,0.0,0.0
2023-04-06,1,17849.405,10.5
2023-04-06,0,13511.89,7.0
2023-04-06,5,18207.49,7.0
2023-04-06,273,10783.185,3.5
2023-04-06,273,0.0,0.0
2023-04-06,273,15083.18,3.5
2023-04-06,273,15988.35,3.5
2023-04-06,273,0.0,0.0
2023-04-06,273,22928.01,3.5
2023-04-06,37,0.0,0.0
2023-04-06,21,0.0,0.0
2023-04-06,20,0.0,0.0
2023-04-06,62,102933.915,3.5
2023-04-06,273,44652.475,7.0
2023-04-06,273,0.0,0.0
2023-04-06,273,0.0,0.0
2023-04-06,273,6393.52,3.5
2023-04-06,273,17285.765,3.5
2023-04-06,262,0.0,3.5
2023-04-06,261,221854.745,3.5
2023-04-06,64,0.0,0.0
2023-04-06,54,0.0,0.0
2023-04-06,33,57524.635,3.5
2023-04-06,8,0.0,0.0
2023-04-06,87,0.0,0.0
2023-04-06,53,125591.865,3.5
2023-04-06,134,0.0,0.0
2023-04-06,273,12337.5,3.5
2023-04-06,273,0.0,0.0
2023-04-07,5,0.0,0.0
2023-04-07,20,0.0,0.0
2023-04-07,122,0.0,0.0
2023-04-08,22,10009.51,3.5
2023-04-08,63,0.0,0.0
2023-04-08,273,111938.89,14.0
2023-04-08,273,33378.94,3.5
2023-04-08,273,52897.18000000001,10.5
2023-04-08,273,70880.67,14.0
2023-04-08,273,49369.635,7.0
2023-04-08,273,19334.0,3.5
2023-04-08,273,13785.625,3.5
2023-04-08,248,15475.215,3.5
2023-04-08,186,18828.11,3.5
2023-04-08,273,25793.25,3.5
2023-04-08,273,3617.670000000001,3.5
2023-04-08,38,3165.085,3.5
2023-04-08,80,5228.335,3.5
2023-04-08,46,32081.315,3.5
2023-04-08,55,0.0,0.0
2023-04-08,47,57670.305,3.5
2023-04-08,273,31074.575,3.5
2023-04-08,273,18624.69,3.5
2023-04-08,273,22633.765,3.5
2023-04-08,273,0.0,0.0
2023-04-08,273,110132.26,10.5
2023-04-08,1,11583.215,7.0
2023-04-08,17,0.0,0.0
2023-04-08,0,30816.52,14.0
2023-04-08,5,27038.095,10.5
2023-04-08,273,46790.345,14.0
2023-04-08,273,58858.59,14.0
2023-04-08,245,0.0,0.0
2023-04-08,273,0.0,0.0
2023-04-08,273,47965.05,10.5
2023-04-08,273,22928.01,3.5
2023-04-08,37,0.0,0.0
2023-04-08,21,0.0,0.0
2023-04-08,12,0.0,0.0
2023-04-08,273,30169.405,3.5
2023-04-08,273,0.0,0.0
2023-04-08,273,5217.625,3.5
2023-04-08,273,3527.16,3.5
2023-04-08,273,0.0,0.0
2023-04-08,273,0.0,0.0
2023-04-08,273,8022.840000000001,3.5
2023-04-08,273,11884.915,3.5
2023-04-08,237,0.0,0.0
2023-04-08,59,51428.44,3.5
2023-04-08,54,0.0,0.0
2023-04-08,16,100087.085,7.0
2023-04-08,8,236919.2,14.0
2023-04-08,131,0.0,0.0
2023-04-08,122,26403.685,3.5
2023-04-09,99,0.0,0.0
2023-04-09,273,12065.935,3.5
2023-04-09,273,24133.27,3.5
2023-04-09,273,28220.395,3.5
2023-04-09,273,11315.22,3.5
2023-04-09,273,0.0,0.0
2023-04-09,186,0.0,0.0
2023-04-09,273,0.0,0.0
2023-04-09,38,3165.085,3.5
2023-04-09,71,4073.265,3.5
2023-04-09,81,0.0,0.0
2023-04-09,273,0.0,0.0
2023-04-09,273,55296.36,7.0
2023-04-09,273,69493.06,7.0
2023-04-09,1,5942.23,3.5
2023-04-09,0,14657.615,7.0
2023-04-09,5,9795.835,3.5
2023-04-09,40,0.0,0.0
2023-04-09,273,22638.42,7.0
2023-04-09,273,12148.01,3.5
2023-04-09,273,47965.08500000001,10.5
2023-04-09,21,0.0,0.0
2023-04-09,273,20093.605,3.5
2023-04-09,273,12880.595,3.5
2023-04-09,273,13996.99,3.5
2023-04-09,273,11945.255,3.5
2023-04-09,273,12609.065,3.5
2023-04-09,273,5183.92,3.5
2023-04-09,273,14036.505,3.5
2023-04-09,101,75251.19,3.5
2023-04-09,8,65569.105,3.5
2023-04-09,122,24555.405,3.5
2023-04-09,148,34079.745,3.5
2023-04-09,273,17137.925,3.5
2023-04-09,273,0.0,0.0
2023-04-10,22,11707.045,3.5
2023-04-10,63,0.0,0.0
2023-04-10,273,33377.29500000001,7.0
2023-04-10,273,20633.935,3.5
2023-04-10,273,22753.325,3.5
2023-04-10,273,66012.66,7.0
2023-04-10,248,25574.745,7.0
2023-04-10,186,0.0,0.0
2023-04-10,273,0.0,0.0
2023-04-10,273,10853.01,10.5
2023-04-10,38,3165.085,3.5
2023-04-10,34,0.0,0.0
2023-04-10,51,40606.09,3.5
2023-04-10,70,28529.69,3.5
2023-04-10,69,41472.445,3.5
2023-04-10,47,67450.63500000001,3.5
2023-04-10,273,0.0,0.0
2023-04-10,273,23825.025,3.5
2023-04-10,273,0.0,0.0
2023-04-10,273,0.0,0.0
2023-04-10,1,31911.775,21.0
2023-04-10,0,26829.425,14.0
2023-04-10,5,35875.42000000001,14.0
2023-04-10,40,0.0,0.0
2023-04-10,273,10783.185,3.5
